"region","innvandringskategori","landbakgrunn","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017","Andel av befolkningen (prosent) 2013","Andel av befolkningen (prosent) 2014","Andel av befolkningen (prosent) 2015","Andel av befolkningen (prosent) 2016","Andel av befolkningen (prosent) 2017"
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,3,0,3,0.00,0.00,0.02,0.00,0.01
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",19,19,20,17,15,0.24,0.23,0.25,0.21,0.19
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",12,18,18,26,26,0.15,0.22,0.22,0.32,0.32
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Estland",8,7,9,10,10,0.10,0.09,0.11,0.12,0.12
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere","Danmark",12,14,14,11,11,0.15,0.17,0.17,0.14,0.14
"1866 Hadsel","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere","Finland",7,6,6,8,5,0.09,0.07,0.07,0.10,0.06
"1866 Hadsel","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere","Island",5,9,4,3,3,0.06,0.11,0.05,0.04,0.04
"1866 Hadsel","Innvandrere","Sverige",15,18,15,17,15,0.19,0.22,0.19,0.21,0.19
"1866 Hadsel","Innvandrere","Albania",9,9,9,9,8,0.11,0.11,0.11,0.11,0.10
"1866 Hadsel","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere","Belgia",0,0,3,0,0,0.00,0.00,0.02,0.00,0.00
"1866 Hadsel","Innvandrere","Bosnia-Hercegovina",16,15,16,14,13,0.20,0.18,0.20,0.17,0.16
"1866 Hadsel","Innvandrere","Bulgaria",12,18,18,24,24,0.15,0.22,0.22,0.30,0.30
"1866 Hadsel","Innvandrere","Estland",8,7,9,10,10,0.10,0.09,0.11,0.12,0.12
"1866 Hadsel","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",3,4,4,3,3,0.04,0.05,0.05,0.04,0.02
"1866 Hadsel","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,3,3,0.00,0.00,0.00,0.02,0.02
"1866 Hadsel","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Danmark",5,4,4,4,5,0.19,0.15,0.15,0.15,0.19
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Finland",6,6,6,5,6,0.23,0.23,0.23,0.19,0.23
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,3,3,3,0.00,0.00,0.04,0.08,0.08
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Sverige",8,6,6,6,6,0.30,0.23,0.23,0.23,0.23
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Estland",5,4,5,5,4,0.19,0.15,0.19,0.19,0.15
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Danmark",5,4,4,4,5,0.19,0.15,0.15,0.15,0.19
"1867 Bø (Nordl.)","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Finland",5,5,5,4,5,0.19,0.19,0.19,0.15,0.19
"1867 Bø (Nordl.)","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Island",0,3,0,3,3,0.00,0.04,0.00,0.08,0.08
"1867 Bø (Nordl.)","Innvandrere","Sverige",8,6,6,4,4,0.30,0.23,0.23,0.15,0.15
"1867 Bø (Nordl.)","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Estland",5,4,5,5,4,0.19,0.15,0.19,0.19,0.15
"1867 Bø (Nordl.)","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Finland",3,0,0,0,0,0.04,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Sverige",0,0,0,3,3,0.00,0.00,0.00,0.08,0.08
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1867 Bø (Nordl.)","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Danmark",3,3,3,3,3,0.07,0.04,0.04,0.04,0.04
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Finland",33,37,32,26,23,0.74,0.81,0.70,0.57,0.50
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",3,3,3,3,3,0.07,0.07,0.04,0.04,0.07
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Island",0,3,3,4,13,0.00,0.02,0.04,0.09,0.28
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Sverige",11,10,10,11,12,0.25,0.22,0.22,0.24,0.26
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,3,0,3,3,0.00,0.02,0.00,0.07,0.07
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",7,5,3,3,7,0.16,0.11,0.07,0.07,0.15
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Estland",6,6,7,7,7,0.13,0.13,0.15,0.15,0.15
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere","Danmark",3,3,3,3,3,0.07,0.04,0.04,0.04,0.04
"1868 Øksnes","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere","Finland",33,36,31,26,22,0.74,0.79,0.68,0.57,0.48
"1868 Øksnes","Innvandrere","Færøyene",3,3,3,3,3,0.07,0.07,0.04,0.04,0.07
"1868 Øksnes","Innvandrere","Island",3,0,3,4,13,0.02,0.00,0.04,0.09,0.28
"1868 Øksnes","Innvandrere","Sverige",11,10,10,11,12,0.25,0.22,0.22,0.24,0.26
"1868 Øksnes","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere","Belgia",0,0,0,3,3,0.00,0.00,0.00,0.07,0.07
"1868 Øksnes","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere","Bulgaria",7,5,3,3,7,0.16,0.11,0.07,0.07,0.15
"1868 Øksnes","Innvandrere","Estland",6,6,7,7,7,0.13,0.13,0.15,0.15,0.15
"1868 Øksnes","Innvandrere","Frankrike",3,3,3,3,0,0.02,0.02,0.02,0.02,0.00
"1868 Øksnes","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,3,0.00,0.00,0.00,0.00,0.02
"1868 Øksnes","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1868 Øksnes","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Danmark",12,17,22,18,19,0.12,0.17,0.22,0.18,0.18
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,3,0,0,0.00,0.00,0.01,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Finland",8,10,10,10,8,0.08,0.10,0.10,0.10,0.08
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",3,3,3,0,0,0.02,0.02,0.01,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Island",5,5,5,5,5,0.05,0.05,0.05,0.05,0.05
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Sverige",28,24,26,25,20,0.28,0.24,0.26,0.24,0.19
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,3,0,3,0,0.00,0.01,0.00,0.01,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,3,0,0.00,0.00,0.00,0.02,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",3,9,10,12,13,0.02,0.09,0.10,0.12,0.13
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Estland",18,22,30,29,30,0.18,0.22,0.30,0.28,0.29
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere","Danmark",12,17,21,17,18,0.12,0.17,0.21,0.17,0.17
"1870 Sortland - Suortá","Innvandrere","Grønland",0,0,3,3,0,0.00,0.00,0.01,0.01,0.00
"1870 Sortland - Suortá","Innvandrere","Finland",7,9,9,9,7,0.07,0.09,0.09,0.09,0.07
"1870 Sortland - Suortá","Innvandrere","Færøyene",3,3,3,0,0,0.02,0.02,0.01,0.00,0.00
"1870 Sortland - Suortá","Innvandrere","Island",5,5,5,5,5,0.05,0.05,0.05,0.05,0.05
"1870 Sortland - Suortá","Innvandrere","Sverige",26,22,24,25,20,0.26,0.22,0.24,0.24,0.19
"1870 Sortland - Suortá","Innvandrere","Albania",0,3,3,0,3,0.00,0.01,0.01,0.00,0.01
"1870 Sortland - Suortá","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere","Belgia",0,0,0,3,0,0.00,0.00,0.00,0.02,0.00
"1870 Sortland - Suortá","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere","Bulgaria",3,9,10,12,13,0.02,0.09,0.10,0.12,0.13
"1870 Sortland - Suortá","Innvandrere","Estland",17,21,28,28,27,0.17,0.21,0.28,0.27,0.26
"1870 Sortland - Suortá","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Sverige",3,3,3,0,0,0.02,0.02,0.02,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Estland",0,0,3,3,3,0.00,0.00,0.02,0.01,0.03
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1870 Sortland - Suortá","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Danmark",10,9,7,9,5,0.20,0.18,0.14,0.18,0.10
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Finland",13,12,13,14,14,0.26,0.24,0.26,0.28,0.29
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",3,3,3,3,0,0.04,0.04,0.04,0.04,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Island",5,5,5,6,3,0.10,0.10,0.10,0.12,0.06
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Sverige",22,19,22,25,22,0.44,0.38,0.44,0.50,0.45
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",4,4,4,5,5,0.08,0.08,0.08,0.10,0.10
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",4,6,7,5,6,0.08,0.12,0.14,0.10,0.12
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Estland",3,3,3,3,0,0.04,0.04,0.04,0.04,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",3,0,3,3,4,0.02,0.00,0.02,0.04,0.08
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere","Danmark",9,9,7,9,5,0.18,0.18,0.14,0.18,0.10
"1871 Andøy","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere","Finland",12,11,12,11,11,0.24,0.22,0.24,0.22,0.22
"1871 Andøy","Innvandrere","Færøyene",3,3,3,3,0,0.04,0.04,0.04,0.04,0.00
"1871 Andøy","Innvandrere","Island",5,5,5,5,3,0.10,0.10,0.10,0.10,0.06
"1871 Andøy","Innvandrere","Sverige",22,19,22,25,22,0.44,0.38,0.44,0.50,0.45
"1871 Andøy","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere","Bosnia-Hercegovina",4,4,4,5,5,0.08,0.08,0.08,0.10,0.10
"1871 Andøy","Innvandrere","Bulgaria",4,6,7,5,6,0.08,0.12,0.14,0.10,0.12
"1871 Andøy","Innvandrere","Estland",3,3,3,3,0,0.04,0.04,0.04,0.04,0.00
"1871 Andøy","Innvandrere","Frankrike",0,0,0,3,4,0.00,0.00,0.00,0.04,0.08
"1871 Andøy","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Finland",0,0,3,3,3,0.00,0.00,0.02,0.06,0.06
"1871 Andøy","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1871 Andøy","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1874 Moskenes","Innvandrere og norskfødte med innvandrerforeldre","Danmark",3,3,0,0,0,0.27,0.27,0.00,0.00,0.00
"1874 Moskenes","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
